Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Australia and Oceania,Fiji,Cosmetics,Online,M,10/31/15,802078616,12/9/15,1741,437.2,263.33,761165.2,458457.53,302707.67
Europe,Vatican City,Clothes,Offline,C,4/11/10,907513463,4/19/10,2256,109.28,35.84,246535.68,80855.04,165680.64
Asia,Thailand,Vegetables,Online,L,7/17/10,976871955,8/31/10,6975,154.06,90.93,1074568.5,634236.75,440331.75
Europe,Belarus,Cereal,Offline,C,5/31/12,261765420,7/17/12,1060,205.7,117.11,218042,124136.6,93905.4
Australia and Oceania,Solomon Islands,Vegetables,Offline,L,7/15/16,784117686,7/17/16,6703,154.06,90.93,1032664.18,609503.79,423160.39
Asia,China,Cosmetics,Offline,M,1/14/17,586165082,1/27/17,8128,437.2,263.33,3553561.6,2140346.24,1413215.36
Sub-Saharan Africa,Angola,Snacks,Online,C,11/26/12,480456435,12/16/12,6591,152.58,97.44,1005654.78,642227.04,363427.74
Asia,Cambodia,Cereal,Online,L,10/3/11,899853074,10/26/11,5376,205.7,117.11,1105843.2,629583.36,476259.84
Central America and the Caribbean,Guatemala,Baby Food,Offline,L,11/30/10,547528827,12/15/10,4802,255.28,159.42,1225854.56,765534.84,460319.72
Sub-Saharan Africa,Namibia,Vegetables,Online,L,5/8/16,446970021,5/9/16,7217,154.06,90.93,1111851.02,656241.81,455609.21
Europe,Serbia,Beverages,Offline,H,2/27/16,791975486,3/20/16,2001,47.45,31.79,94947.45,63611.79,31335.66
Middle East and North Africa,Turkey,Vegetables,Offline,M,8/24/14,496656548,9/29/14,564,154.06,90.93,86889.84,51284.52,35605.32
Middle East and North Africa,Pakistan,Vegetables,Offline,C,5/26/13,345437037,6/30/13,1351,154.06,90.93,208135.06,122846.43,85288.63
Europe,Georgia,Vegetables,Offline,H,1/26/15,743053281,2/23/15,4833,154.06,90.93,744571.98,439464.69,305107.29
Australia and Oceania,Vanuatu,Snacks,Offline,L,1/7/12,364554107,1/18/12,8516,152.58,97.44,1299371.28,829799.04,469572.24
Europe,Luxembourg,Cosmetics,Online,H,10/21/12,205300843,12/3/12,1937,437.2,263.33,846856.4,510070.21,336786.19
Middle East and North Africa,Saudi Arabia,Household,Online,M,9/16/15,430967319,10/5/15,1661,668.27,502.54,1109996.47,834718.94,275277.53
Australia and Oceania,Vanuatu,Meat,Offline,H,6/28/12,827539861,7/1/12,6289,421.89,364.69,2653266.21,2293535.41,359730.8
Central America and the Caribbean,Haiti,Snacks,Offline,H,12/2/14,351317298,1/14/15,1450,152.58,97.44,221241,141288,79953
Sub-Saharan Africa,Tanzania,Household,Offline,C,2/4/13,278910958,2/4/13,4805,668.27,502.54,3211037.35,2414704.7,796332.65
Asia,North Korea,Cosmetics,Offline,C,2/17/17,157244670,3/15/17,1047,437.2,263.33,457748.4,275706.51,182041.89
Middle East and North Africa,Bahrain,Beverages,Online,L,6/24/15,953554761,7/28/15,6899,47.45,31.79,327357.55,219319.21,108038.34
Sub-Saharan Africa,Cote d'Ivoire,Cereal,Online,L,7/30/16,105390059,8/25/16,6115,205.7,117.11,1257855.5,716127.65,541727.85
Asia,Singapore,Cosmetics,Offline,L,10/23/14,970611894,11/10/14,4483,437.2,263.33,1959967.6,1180508.39,779459.21
Asia,Malaysia,Baby Food,Offline,M,12/16/16,677394092,12/29/16,4820,255.28,159.42,1230449.6,768404.4,462045.2
Europe,Albania,Baby Food,Online,L,9/28/15,474222981,10/26/15,1973,255.28,159.42,503667.44,314535.66,189131.78
Sub-Saharan Africa,Gabon,Snacks,Online,L,4/16/16,779897391,5/5/16,7824,152.58,97.44,1193785.92,762370.56,431415.36
Europe,Poland,Snacks,Offline,L,3/27/17,733528649,3/30/17,6283,152.58,97.44,958660.14,612215.52,346444.62
Sub-Saharan Africa,Chad,Office Supplies,Online,H,6/25/14,444540584,8/2/14,8292,651.21,524.96,5399833.32,4352968.32,1046865
Sub-Saharan Africa,Republic of the Congo,Clothes,Online,H,7/29/12,542669522,9/11/12,6826,109.28,35.84,745945.28,244643.84,501301.44
Asia,Philippines,Fruits,Offline,L,5/4/13,827964293,6/1/13,1888,9.33,6.92,17615.04,13064.96,4550.08
Europe,France,Snacks,Offline,M,2/2/12,720786225,2/15/12,5516,152.58,97.44,841631.28,537479.04,304152.24
Europe,Germany,Household,Offline,H,7/24/16,611809146,8/1/16,6777,668.27,502.54,4528865.79,3405713.58,1123152.21
Sub-Saharan Africa,Uganda,Personal Care,Online,M,11/4/12,512019383,12/12/12,6769,81.73,56.67,553230.37,383599.23,169631.14
Middle East and North Africa,Bahrain,Personal Care,Online,C,8/5/14,502715766,8/17/14,3621,81.73,56.67,295944.33,205202.07,90742.26
Middle East and North Africa,Jordan,Office Supplies,Offline,M,10/22/13,285509622,10/28/13,7497,651.21,524.96,4882121.37,3935625.12,946496.25
Europe,Montenegro,Beverages,Offline,L,12/1/14,532324779,1/3/15,5586,47.45,31.79,265055.7,177578.94,87476.76
Middle East and North Africa,Tunisia ,Personal Care,Offline,H,11/2/15,635397565,11/21/15,7114,81.73,56.67,581427.22,403150.38,178276.84
Europe,Germany,Cereal,Offline,M,10/7/11,957276809,11/4/11,8335,205.7,117.11,1714509.5,976111.85,738397.65
Europe,Italy,Snacks,Online,L,2/9/14,580823838,3/21/14,7536,152.58,97.44,1149842.88,734307.84,415535.04
Europe,France,Office Supplies,Offline,H,5/29/16,459212481,6/16/16,33,651.21,524.96,21489.93,17323.68,4166.25
Middle East and North Africa,Algeria,Baby Food,Online,L,4/8/13,265929067,5/23/13,3175,255.28,159.42,810514,506158.5,304355.5
Asia,Myanmar,Beverages,Online,H,9/20/11,644772422,10/26/11,1343,47.45,31.79,63725.35,42693.97,21031.38
Europe,France,Vegetables,Offline,C,4/12/12,959853875,5/4/12,947,154.06,90.93,145894.82,86110.71,59784.11
Europe,Spain,Vegetables,Online,C,10/2/12,645597255,10/25/12,5429,154.06,90.93,836391.74,493658.97,342732.77
Asia,Cambodia,Baby Food,Offline,C,1/2/12,556738889,1/25/12,264,255.28,159.42,67393.92,42086.88,25307.04
Sub-Saharan Africa,The Gambia,Vegetables,Online,M,9/30/13,718327605,11/10/13,7956,154.06,90.93,1225701.36,723439.08,502262.28
Europe,Russia,Baby Food,Offline,L,3/10/15,775724732,3/20/15,3041,255.28,159.42,776306.48,484796.22,291510.26
Europe,Belarus,Baby Food,Offline,H,10/26/10,444604098,10/31/10,7088,255.28,159.42,1809424.64,1129968.96,679455.68
Middle East and North Africa,Turkey,Beverages,Online,C,5/2/11,860952031,5/13/11,3693,47.45,31.79,175232.85,117400.47,57832.38
Sub-Saharan Africa,Kenya,Meat,Offline,C,2/19/17,531067359,2/20/17,3488,421.89,364.69,1471552.32,1272038.72,199513.6
Middle East and North Africa,Iran,Cosmetics,Offline,M,7/20/14,281561410,8/2/14,9133,437.2,263.33,3992947.6,2404992.89,1587954.71
Asia,Vietnam,Personal Care,Offline,L,6/18/17,109358012,7/10/17,321,81.73,56.67,26235.33,18191.07,8044.26
Europe,Albania,Beverages,Online,L,7/19/10,531693494,8/6/10,8775,47.45,31.79,416373.75,278957.25,137416.5
Central America and the Caribbean,Antigua and Barbuda ,Clothes,Offline,C,8/9/13,336116683,9/4/13,3251,109.28,35.84,355269.28,116515.84,238753.44
Sub-Saharan Africa,Senegal,Cereal,Offline,M,3/23/17,630488908,4/30/17,4534,205.7,117.11,932643.8,530976.74,401667.06
Europe,Netherlands,Fruits,Online,L,10/31/16,792983996,12/2/16,441,9.33,6.92,4114.53,3051.72,1062.81
Europe,Russia,Fruits,Online,C,7/3/16,722088277,7/3/16,822,9.33,6.92,7669.26,5688.24,1981.02
Europe,Slovakia,Cosmetics,Online,H,1/7/10,386600577,1/29/10,2557,437.2,263.33,1117920.4,673334.81,444585.59
Australia and Oceania,East Timor,Beverages,Offline,L,12/6/14,275632226,1/18/15,4556,47.45,31.79,216182.2,144835.24,71346.96
Central America and the Caribbean,Haiti,Vegetables,Offline,H,10/16/15,948607051,11/27/15,2761,154.06,90.93,425359.66,251057.73,174301.93
Middle East and North Africa,Yemen,Cereal,Online,H,5/10/13,785261380,5/26/13,5147,205.7,117.11,1058737.9,602765.17,455972.73
Australia and Oceania,Tuvalu,Cereal,Online,C,3/27/13,935644042,5/15/13,6719,205.7,117.11,1382098.3,786862.09,595236.21
Sub-Saharan Africa,Liberia,Snacks,Offline,M,7/13/14,370116364,8/17/14,4512,152.58,97.44,688440.96,439649.28,248791.68
Asia,North Korea,Beverages,Online,C,8/16/13,829352176,8/26/13,2594,47.45,31.79,123085.3,82463.26,40622.04
Asia,North Korea,Household,Online,M,7/14/15,974337804,8/7/15,7063,668.27,502.54,4719991.01,3549440.02,1170550.99
Europe,Romania,Household,Online,H,12/23/14,436372077,1/3/15,1050,668.27,502.54,701683.5,527667,174016.5
Sub-Saharan Africa,Sao Tome and Principe,Cereal,Offline,M,4/27/15,267066323,5/19/15,9715,205.7,117.11,1998375.5,1137723.65,860651.85
Middle East and North Africa,Bahrain,Fruits,Online,M,3/14/17,688344371,4/28/17,5251,9.33,6.92,48991.83,36336.92,12654.91
Middle East and North Africa,Somalia,Cosmetics,Offline,M,10/2/14,642442548,11/2/14,1881,437.2,263.33,822373.2,495323.73,327049.47
Europe,Cyprus,Cereal,Online,C,7/13/14,941909682,8/1/14,861,205.7,117.11,177107.7,100831.71,76275.99
Europe,United Kingdom,Beverages,Offline,C,7/31/16,219607102,8/13/16,5477,47.45,31.79,259883.65,174113.83,85769.82
Europe,Germany,Personal Care,Offline,H,8/30/10,778708636,9/2/10,6045,81.73,56.67,494057.85,342570.15,151487.7
Middle East and North Africa,Somalia,Beverages,Online,M,4/22/10,942700612,6/6/10,4915,47.45,31.79,233216.75,156247.85,76968.9
Australia and Oceania,New Zealand,Household,Offline,H,3/9/11,905381858,4/8/11,1466,668.27,502.54,979683.82,736723.64,242960.18
Middle East and North Africa,Kuwait,Meat,Online,C,1/13/10,480863702,1/28/10,7110,421.89,364.69,2999637.9,2592945.9,406692
Asia,Japan,Cosmetics,Online,L,1/6/16,453569972,2/19/16,289,437.2,263.33,126350.8,76102.37,50248.43
Europe,Norway,Baby Food,Offline,H,8/17/16,328236997,9/10/16,1476,255.28,159.42,376793.28,235303.92,141489.36
Sub-Saharan Africa,Lesotho,Personal Care,Offline,C,10/22/11,579913604,10/23/11,8177,81.73,56.67,668306.21,463390.59,204915.62
Europe,Belgium,Cosmetics,Online,H,2/12/10,403961122,3/20/10,9928,437.2,263.33,4340521.6,2614340.24,1726181.36
Central America and the Caribbean,Honduras,Cosmetics,Offline,L,5/29/17,866053378,6/22/17,3295,437.2,263.33,1440574,867672.35,572901.65
Europe,Austria,Household,Offline,C,4/17/10,852176702,5/13/10,6878,668.27,502.54,4596361.06,3456470.12,1139890.94
Middle East and North Africa,Oman,Baby Food,Online,M,9/8/15,218629920,10/20/15,6307,255.28,159.42,1610050.96,1005461.94,604589.02
Middle East and North Africa,Oman,Baby Food,Offline,C,2/13/16,242024362,3/17/16,9242,255.28,159.42,2359297.76,1473359.64,885938.12
Europe,Spain,Snacks,Offline,M,2/16/14,469283854,2/16/14,376,152.58,97.44,57370.08,36637.44,20732.64
Middle East and North Africa,Afghanistan,Fruits,Online,C,4/22/13,967644727,4/30/13,6433,9.33,6.92,60019.89,44516.36,15503.53
Central America and the Caribbean,Saint Vincent and the Grenadines,Cosmetics,Offline,L,7/15/14,974655807,7/23/14,1167,437.2,263.33,510212.4,307306.11,202906.29
Europe,Iceland,Vegetables,Online,M,3/7/12,248178422,3/22/12,365,154.06,90.93,56231.9,33189.45,23042.45
Asia,Myanmar,Vegetables,Offline,L,1/14/13,416386401,2/16/13,6844,154.06,90.93,1054386.64,622324.92,432061.72
Europe,Netherlands,Snacks,Offline,L,5/22/17,927766072,6/20/17,5453,152.58,97.44,832018.74,531340.32,300678.42
Europe,Slovakia,Vegetables,Online,M,3/23/15,401116263,3/31/15,8071,154.06,90.93,1243418.26,733896.03,509522.23
Middle East and North Africa,Bahrain,Fruits,Offline,H,9/28/12,675548303,11/6/12,8610,9.33,6.92,80331.3,59581.2,20750.1
Sub-Saharan Africa,Lesotho,Baby Food,Online,L,6/6/13,960486018,7/4/13,8012,255.28,159.42,2045303.36,1277273.04,768030.32
Central America and the Caribbean,Cuba,Clothes,Offline,L,4/2/14,985665738,5/19/14,9250,109.28,35.84,1010840,331520,679320
Middle East and North Africa,Afghanistan,Clothes,Offline,C,1/13/17,551136291,1/13/17,2331,109.28,35.84,254731.68,83543.04,171188.64
Australia and Oceania,Vanuatu,Cereal,Online,L,2/3/17,877259004,2/16/17,9289,205.7,117.11,1910747.3,1087834.79,822912.51
Asia,Bhutan,Beverages,Offline,M,8/5/14,554707705,9/19/14,9192,47.45,31.79,436160.4,292213.68,143946.72
Australia and Oceania,Palau,Cereal,Offline,L,10/6/10,494468724,10/23/10,3139,205.7,117.11,645692.3,367608.29,278084.01
Asia,Indonesia,Personal Care,Online,H,9/10/11,777840888,10/23/11,9259,81.73,56.67,756738.07,524707.53,232030.54
Europe,Andorra,Baby Food,Offline,C,12/12/16,206435525,1/27/17,7714,255.28,159.42,1969229.92,1229765.88,739464.04
Middle East and North Africa,Algeria,Office Supplies,Online,C,10/26/15,352176463,12/5/15,5696,651.21,524.96,3709292.16,2990172.16,719120
Australia and Oceania,Vanuatu,Cosmetics,Offline,C,10/14/13,607300031,10/14/13,2429,437.2,263.33,1061958.8,639628.57,422330.23
North America,Mexico,Baby Food,Online,H,8/17/13,434355056,9/28/13,4168,255.28,159.42,1064007.04,664462.56,399544.48
Europe,Macedonia,Fruits,Offline,M,8/7/11,716202867,9/20/11,9199,9.33,6.92,85826.67,63657.08,22169.59
Central America and the Caribbean,Panama,Personal Care,Online,H,5/22/16,606017291,6/12/16,2838,81.73,56.67,231949.74,160829.46,71120.28
Asia,Nepal,Cereal,Offline,H,1/13/15,677284657,1/15/15,2436,205.7,117.11,501085.2,285279.96,215805.24
Asia,Nepal,Fruits,Online,C,7/22/14,673803794,7/29/14,2371,9.33,6.92,22121.43,16407.32,5714.11
Sub-Saharan Africa,Mauritius ,Cereal,Offline,C,6/25/15,859686028,7/10/15,9055,205.7,117.11,1862613.5,1060431.05,802182.45
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,H,8/10/15,669355189,9/26/15,5930,109.28,35.84,648030.4,212531.2,435499.2
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Offline,L,10/19/13,957547605,11/21/13,8470,9.33,6.92,79025.1,58612.4,20412.7
Asia,Maldives,Personal Care,Online,M,10/9/13,849312102,11/23/13,9180,81.73,56.67,750281.4,520230.6,230050.8
Sub-Saharan Africa,Swaziland,Personal Care,Offline,H,9/26/12,890010011,10/14/12,2595,81.73,56.67,212089.35,147058.65,65030.7
Middle East and North Africa,Morocco,Cereal,Online,H,10/2/12,795315158,10/26/12,284,205.7,117.11,58418.8,33259.24,25159.56
Asia,Maldives,Clothes,Offline,M,12/11/16,801213872,1/28/17,5844,109.28,35.84,638632.32,209448.96,429183.36
Sub-Saharan Africa,Zimbabwe,Fruits,Offline,C,7/26/10,314004981,8/9/10,9907,9.33,6.92,92432.31,68556.44,23875.87
Asia,India,Cereal,Online,C,3/27/10,160299813,4/6/10,5132,205.7,117.11,1055652.4,601008.52,454643.88
Asia,Tajikistan,Beverages,Offline,C,9/11/14,337022197,9/22/14,1212,47.45,31.79,57509.4,38529.48,18979.92
Sub-Saharan Africa,Lesotho,Snacks,Offline,M,3/9/16,461408460,3/15/16,9872,152.58,97.44,1506269.76,961927.68,544342.08
Asia,Bhutan,Office Supplies,Offline,M,10/19/11,221007430,11/10/11,9865,651.21,524.96,6424186.65,5178730.4,1245456.25
Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline,L,10/31/14,723680436,12/20/14,1978,152.58,97.44,301803.24,192736.32,109066.92
Australia and Oceania,Tuvalu,Fruits,Offline,L,2/23/13,447601306,3/11/13,4028,9.33,6.92,37581.24,27873.76,9707.48
Middle East and North Africa,Iraq,Clothes,Offline,L,10/25/10,191256368,11/9/10,5864,109.28,35.84,640817.92,210165.76,430652.16
Sub-Saharan Africa,The Gambia,Vegetables,Offline,L,10/4/16,823444449,10/30/16,4366,154.06,90.93,672625.96,397000.38,275625.58
Middle East and North Africa,Bahrain,Beverages,Online,C,9/4/10,133276879,10/17/10,8445,47.45,31.79,400715.25,268466.55,132248.7
Middle East and North Africa,Qatar,Meat,Online,H,12/22/14,480177485,2/7/15,4043,421.89,364.69,1705701.27,1474441.67,231259.6
Sub-Saharan Africa,Angola,Household,Offline,H,4/8/15,243882596,5/11/15,9135,668.27,502.54,6104646.45,4590702.9,1513943.55
Central America and the Caribbean,Costa Rica,Cosmetics,Online,L,3/2/17,574441039,4/6/17,8724,437.2,263.33,3814132.8,2297290.92,1516841.88
Australia and Oceania,Papua New Guinea,Household,Online,M,3/14/12,442214143,5/3/12,9847,668.27,502.54,6580454.69,4948511.38,1631943.31
Middle East and North Africa,Qatar,Clothes,Offline,C,11/22/11,687875735,12/2/11,6571,109.28,35.84,718078.88,235504.64,482574.24
Central America and the Caribbean,Saint Kitts and Nevis ,Clothes,Offline,H,9/8/13,872412145,9/25/13,4995,109.28,35.84,545853.6,179020.8,366832.8
Sub-Saharan Africa,Sierra Leone,Fruits,Offline,C,4/23/12,627122199,4/29/12,8250,9.33,6.92,76972.5,57090,19882.5
Europe,Russia,Fruits,Online,M,2/14/11,103617227,3/12/11,1495,9.33,6.92,13948.35,10345.4,3602.95
Europe,Lithuania,Vegetables,Offline,M,10/6/10,423821055,10/22/10,6923,154.06,90.93,1066557.38,629508.39,437048.99
Europe,United Kingdom,Vegetables,Online,L,12/8/12,529970014,1/3/13,8759,154.06,90.93,1349411.54,796455.87,552955.67
Asia,Indonesia,Personal Care,Offline,H,8/17/16,334612929,10/3/16,8256,81.73,56.67,674762.88,467867.52,206895.36
Asia,Mongolia,Beverages,Offline,M,4/23/14,270611131,5/24/14,8702,47.45,31.79,412909.9,276636.58,136273.32
Middle East and North Africa,Egypt,Office Supplies,Online,C,11/18/10,841138446,12/8/10,413,651.21,524.96,268949.73,216808.48,52141.25
Sub-Saharan Africa,Comoros,Household,Online,M,4/22/12,369681203,5/9/12,5738,668.27,502.54,3834533.26,2883574.52,950958.74
Europe,Slovenia,Household,Offline,M,4/5/14,850038230,4/21/14,4057,668.27,502.54,2711171.39,2038804.78,672366.61
Middle East and North Africa,Lebanon,Beverages,Online,M,6/21/13,296320855,7/13/13,6781,47.45,31.79,321758.45,215567.99,106190.46
Australia and Oceania,Australia,Cosmetics,Offline,L,7/13/11,392952907,8/13/11,2352,437.2,263.33,1028294.4,619352.16,408942.24
Central America and the Caribbean,Haiti,Snacks,Online,M,2/1/11,644670712,3/21/11,1245,152.58,97.44,189962.1,121312.8,68649.3
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Online,L,1/27/12,626523101,2/16/12,963,421.89,364.69,406280.07,351196.47,55083.6
Middle East and North Africa,Syria,Vegetables,Offline,M,6/24/15,433871400,7/1/15,1044,154.06,90.93,160838.64,94930.92,65907.72
Asia,Laos,Snacks,Offline,M,1/3/12,232389438,1/8/12,8054,152.58,97.44,1228879.32,784781.76,444097.56
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,Offline,H,2/21/16,708063542,3/19/16,592,205.7,117.11,121774.4,69329.12,52445.28
Sub-Saharan Africa,Sudan,Vegetables,Offline,H,12/4/16,817192542,12/22/16,4288,154.06,90.93,660609.28,389907.84,270701.44
Central America and the Caribbean,Guatemala,Meat,Offline,H,1/16/12,936387765,2/29/12,6803,421.89,364.69,2870117.67,2480986.07,389131.6
Asia,Brunei,Clothes,Offline,H,8/6/11,612573039,8/9/11,2830,109.28,35.84,309262.4,101427.2,207835.2
Middle East and North Africa,Jordan,Clothes,Online,M,8/12/11,812984693,8/22/11,9092,109.28,35.84,993573.76,325857.28,667716.48
Central America and the Caribbean,Panama,Meat,Offline,C,12/18/12,775171554,1/5/13,9344,421.89,364.69,3942140.16,3407663.36,534476.8
Sub-Saharan Africa,Central African Republic,Household,Online,H,1/10/10,256994950,2/19/10,9372,668.27,502.54,6263026.44,4709804.88,1553221.56
Middle East and North Africa,Bahrain,Beverages,Offline,M,2/28/17,886628711,3/31/17,1993,47.45,31.79,94567.85,63357.47,31210.38
Sub-Saharan Africa,Burundi,Beverages,Online,C,12/8/11,312559163,12/16/11,2057,47.45,31.79,97604.65,65392.03,32212.62
Europe,Austria,Cereal,Online,L,8/18/14,753585135,9/13/14,1443,205.7,117.11,296825.1,168989.73,127835.37
Australia and Oceania,Fiji,Beverages,Offline,H,4/19/16,448817956,4/22/16,4062,47.45,31.79,192741.9,129130.98,63610.92
Australia and Oceania,Fiji,Clothes,Offline,M,11/6/12,407681453,12/24/12,856,109.28,35.84,93543.68,30679.04,62864.64
Europe,Switzerland,Snacks,Online,H,5/27/16,359911954,6/23/16,4800,152.58,97.44,732384,467712,264672
Middle East and North Africa,Yemen,Office Supplies,Offline,M,8/18/13,105558288,8/19/13,5898,651.21,524.96,3840836.58,3096214.08,744622.5
Sub-Saharan Africa,Comoros,Personal Care,Offline,H,12/31/14,864981782,2/11/15,6186,81.73,56.67,505581.78,350560.62,155021.16
Sub-Saharan Africa,Democratic Republic of the Congo,Office Supplies,Online,C,2/4/13,328856265,2/12/13,4732,651.21,524.96,3081525.72,2484110.72,597415
Asia,Mongolia,Clothes,Offline,H,9/23/16,308168065,10/18/16,2633,109.28,35.84,287734.24,94366.72,193367.52
Australia and Oceania,Palau,Household,Offline,L,11/1/16,884216010,11/2/16,8021,668.27,502.54,5360193.67,4030873.34,1329320.33
Europe,Monaco,Snacks,Offline,M,12/27/12,858611428,1/9/13,1057,152.58,97.44,161277.06,102994.08,58282.98
Australia and Oceania,Fiji,Cereal,Online,L,3/10/17,903278148,4/3/17,8932,205.7,117.11,1837312.4,1046026.52,791285.88
Sub-Saharan Africa,Mali,Beverages,Online,L,3/17/12,410452497,3/26/12,870,47.45,31.79,41281.5,27657.3,13624.2
Sub-Saharan Africa,Liberia,Cereal,Offline,H,12/17/15,642683303,1/20/16,3126,205.7,117.11,643018.2,366085.86,276932.34
Europe,Switzerland,Beverages,Offline,L,2/18/17,682831895,3/16/17,3987,47.45,31.79,189183.15,126746.73,62436.42
Australia and Oceania,Samoa ,Baby Food,Online,L,11/5/16,584072101,11/5/16,8769,255.28,159.42,2238550.32,1397953.98,840596.34
Asia,Nepal,Meat,Offline,C,4/9/17,919890248,5/18/17,4821,421.89,364.69,2033931.69,1758170.49,275761.2
Middle East and North Africa,Azerbaijan,Snacks,Offline,C,4/18/10,534085166,4/25/10,6524,152.58,97.44,995431.92,635698.56,359733.36
Europe,Georgia,Baby Food,Offline,H,8/1/11,590768182,9/7/11,288,255.28,159.42,73520.64,45912.96,27607.68
Middle East and North Africa,United Arab Emirates,Vegetables,Online,C,5/12/11,524363124,6/28/11,9556,154.06,90.93,1472197.36,868927.08,603270.28
Europe,Finland,Household,Offline,L,1/25/16,289606320,2/14/16,9801,668.27,502.54,6549714.27,4925394.54,1624319.73
Europe,Portugal,Cereal,Offline,C,4/10/14,811546599,5/8/14,3528,205.7,117.11,725709.6,413164.08,312545.52
